town,COUNTY,longitude,latitude,cost_of_living,Housing,Food,Energy,Transport,Education,PD,Population,FC,DUC,EC,CPI,AP,NHUP,IR,RR,SEP,PAD
Castleblayney,Monaghan,-6.738735639,54.1164621,0.894876722,2.743335749,1.420450859,2.36,2.411397004,-4.4608,1373,3926,3.04,0.198523115,16.03,3.2,7.1,4.234042553,2.7,7.8,#NUM!,4.143134726
Clones,Monaghan,-7.232869494,54.18143109,2.266117887,2.638408933,1.420450859,2.3658,2.479254443,2.4266752,1076.5,1885,3.04,#NUM!,16.03,3.2,7.1,1.361702128,2.7,7.8,3.551107802,3.433987204
Clontibret,Monaghan,-6.851299502,54.21538165,1.912626064,2.598178376,1.420450859,2,2.255329887,1.2891712,980.6,191,3.04,#NUM!,16.03,3.2,7.1,0.042553191,2.7,7.8,1.730734621,0.983575479
Doohamlat,Monaghan,-6.826868839,54.12881347,-0.068176571,2.655521555,1.420450859,2.804492162,2.36865257,-9.59,1120.5,287,3.04,0.124075735,16.03,3.2,7.1,0.021276596,2.7,7.8,#NUM!,1.390784266
Emyvale,Monaghan,-6.959372349,54.34085945,2.465530014,2.663585035,1.420450859,2.716559733,2.479254443,3.0478,1141.7,638,3.04,#NUM!,16.03,3.2,7.1,0,2.7,7.8,#NUM!,2.189640334
Glaslough,Monaghan,-6.895359113,54.31790688,2.684711535,2.759184814,1.420450859,2.840280115,2.255329887,4.148312,1425.4,443,3.04,#NUM!,16.03,3.2,7.1,0.042553191,2.7,7.8,2.400740305,1.824871821
Inniskeen,Monaghan,-6.574247781,54.00492205,3.112352537,2.506843683,1.420450859,2.823115571,2.36865257,6.4427,792.6,405,3.04,0.467509473,16.03,3.2,7.1,0.14893617,2.7,7.8,2.881122159,1.735189118
Monaghan,Monaghan,-6.966888589,54.24565016,3.064411005,2.646662274,1.420450859,2.51729489,2.411397004,6.32625,1097.6,7894,3.04,#NUM!,16.03,3.2,7.1,0.29787234,2.7,7.8,3.315620626,4.795790546
Newbliss,Monaghan,-7.135087244,54.15789062,2.518671219,2.690054982,1.420450859,2.491977233,2.563293022,3.42758,1214.1,352,3.04,0,16.03,3.2,7.1,0.042553191,2.7,7.8,2.248174197,1.594933226
Oram,Monaghan,-6.693369347,54.14914887,2.454665138,2.934298761,1.420450859,2.994341627,2.479254443,2.44498,2138.5,181,3.04,0.203856451,16.03,3.2,7.1,0.085106383,2.7,7.8,2.648346699,0.929799082
Rockcorry,Monaghan,-7.015155965,54.11654181,2.704151961,2.710839939,1.420450859,2.683499118,2.255329887,4.45064,1274.1,302,3.04,0.055732322,16.03,3.2,7.1,0.191489362,2.7,7.8,3.035770634,1.441729068
Scotshouse,Monaghan,-7.249537667,54.12257807,2.16326841,2.762797746,1.420450859,2.657560877,2.36865257,1.60688,1437.4,317,3.04,0.048411449,16.03,3.2,7.1,0.021276596,2.7,7.8,1.691463228,1.490203825
Scotstown,Monaghan,-7.064914026,54.27897311,2.195487773,2.423952757,1.420450859,2.759288245,2.411397004,1.96235,652.9,436,3.04,#NUM!,16.03,3.2,7.1,0.829787234,2.7,7.8,3.026589887,1.808944294
Smithborough,Monaghan,-7.095656379,54.22220706,2.803041359,2.824385496,1.420450859,2.994080441,2.32565,4.45064,1658,495,3.04,#NUM!,16.03,3.2,7.1,0.021276596,2.7,7.8,2.195909135,1.935859813
Three Mile House,Monaghan,-7.045184152,54.21625591,1.863707323,2.689485485,1.420450859,2.769320673,2.01256,0.4267196,1212.5,148,3.04,#NUM!,16.03,3.2,7.1,0.021276596,2.7,7.8,1.041726481,0.728514324
Ballinagar,Offaly,-7.336376843,53.26486443,2.985501411,2.608901151,1.420450859,2.3189006,2.479254443,6.1,1001.5,321,3.04,0.287948006,16.03,3.2,7.1,0.042553191,2.7,10.9,2.414912926,1.502743174
Ballycumber,Offaly,-7.687739487,53.32684042,1.728979334,2.38779708,1.420450859,2.105318843,2.255329887,0.476,596.2,216,3.04,0.629460934,16.03,3.2,7.1,0.021276596,2.7,10.9,0.780901066,1.106580458
Banagher,Offaly,-7.982887871,53.18895238,1.977692435,2.499342745,1.420450859,2.212816,2.36865257,1.3872,774.7,1907,3.04,0.936736789,16.03,3.2,7.1,1.361702128,2.7,10.9,3.165354752,3.284588656
Belmont,Offaly,-7.893573914,53.25640519,3.463805235,2.54148468,1.420450859,2.253693633,2.411397004,8.692,855.4,179,3.04,0.839334773,16.03,3.2,7.1,0.191489362,2.7,10.9,3.153433615,0.918687856
Birr,Offaly,-7.906455654,53.09579728,3.180365591,2.478821189,1.420450859,2.192845429,2.347710476,7.462,738.1,4726,3.04,0.882511967,16.03,3.2,7.1,2.106382979,2.7,10.9,4.064507787,4.025351691
Bracknagh,Offaly,-7.100947253,53.20869195,2.169145817,2.817817457,1.420450859,2.523559733,2.689901039,1.394,1629,274,3.04,0.138068836,16.03,3.2,7.1,0.382978723,2.7,10.9,2.939358505,1.344430157
Clara,Offaly,-7.612409212,53.34226206,2.366311562,2.776686334,1.420450859,2.483275119,2.648636699,2.5025088,1480.5,3403,3.04,0.553996526,16.03,3.2,7.1,0.361702128,2.7,10.9,3.127135089,3.863714725
Cloghan,Offaly,-7.882440161,53.22458846,1.284707372,2.819354874,1.420450859,2.525361819,2.691713306,-3.033344,1634.9,654,3.04,0.832072529,16.03,3.2,7.1,0.063829787,2.7,10.9,#NUM!,2.214409402
Clonbullogue,Offaly,-7.085136558,53.26332043,2.228433101,2.647645927,1.420450859,2.356598239,2.518296078,2.1991744,1096.3,401,3.04,0.081246044,16.03,3.2,7.1,0.021276596,2.7,10.9,1.710091228,1.725263478
Clonygowan,Offaly,-7.280145431,53.18697742,2.063344995,2.891443135,1.420450859,2.596196513,2.76404887,0.6445856,1932.7,308,3.04,0.269432349,16.03,3.2,7.1,0.042553191,2.7,10.9,1.724377184,1.461401834
Crinkill,Offaly,-7.901011597,53.07720654,2.925967102,2.696531473,1.420450859,2.40483336,2.568019817,5.54,1228.6,795,3.04,0.882638463,16.03,3.2,7.1,0.14893617,2.7,10.9,3.005920458,2.409644165
Daingean,Offaly,-7.289627033,53.30050372,1.412846339,2.611201765,1.420450859,2.321070765,2.481508308,-1.77,1006.8,1223,3.04,0.23456707,16.03,3.2,7.1,0.468085106,2.7,10.9,#NUM!,2.840364186
Edenderry,Offaly,-7.058417113,53.34004716,3.207449245,2.995714607,1.420450859,2.699035144,2.868645614,6.0534,2460.3,7888,3.04,0,16.03,3.2,7.1,3.489361702,2.7,10.9,4.715733429,4.736198448
Ferbane,Offaly,-7.829454718,53.27116909,1.510128073,2.573444642,1.420450859,2.284672591,2.443672273,-1.1716,921.8,1324,3.04,0.774107988,16.03,3.2,7.1,0.29787234,2.7,10.9,#NUM!,2.919714787
Geashill,Offaly,-7.321142795,53.2360568,2.711157911,2.763543785,1.420450859,2.470263105,2.635307805,4.266224,1436,392,3.04,0.282557566,16.03,3.2,7.1,0.085106383,2.7,10.9,2.717160228,1.70256389
Kilcormac,Offaly,-7.725238184,53.17534236,2.711667947,2.828944813,1.420450859,2.534737992,2.701306073,4.0729,1671.7,1051,3.04,0.686860983,16.03,3.2,7.1,0.170212766,2.7,10.9,3.064054219,2.688799422
Killeigh,Offaly,-7.449690401,53.21413799,1.967218259,2.539621335,1.420450859,2.251585445,2.409233656,1.2152,851.7,183,3.04,0.411032727,16.03,3.2,7.1,0.085106383,2.7,10.9,1.944896541,0.940788203
Killurin,Offaly,-7.552097301,53.216256,2.308507414,2.579814453,1.420450859,2.290719342,2.449980418,2.801572,935.7,167,3.04,0.508964025,16.03,3.2,7.1,0,2.7,10.9,#NUM!,0.849295863
Kinnitty,Offaly,-7.717802854,53.09804713,2.379851939,2.686520826,1.420450859,2.394951738,2.557847474,2.8394888,1200.3,270,3.04,0.702391322,16.03,3.2,7.1,0.042553191,2.7,10.9,2.161462104,1.32972401
Moneygall,Offaly,-7.955501953,52.88006189,2.76777496,2.845658156,1.420450859,2.551300461,2.718215322,4.30325,1737.8,374,3.04,1.008140695,16.03,3.2,7.1,0.404255319,2.7,10.9,3.480452113,1.655557848
Mucklagh,Offaly,-7.553661055,53.24964918,3.24021992,2.814244038,1.420450859,2.52020312,2.686451584,6.75975,1615.6,918,3.04,0.503426615,16.03,3.2,7.1,0.085106383,2.7,10.9,2.968226612,2.553499441
Pollagh,Offaly,-7.705621014,53.27345091,2.064221568,2.330310088,1.420450859,2.050419148,2.196790145,2.3231376,520.5,231,3.04,0.650621203,16.03,3.2,7.1,0.021276596,2.7,10.9,1.41039781,1.173719761
Rhode,Offaly,-7.198621163,53.35133593,2.735497903,2.980219173,1.420450859,2.683872671,2.853246812,3.7397,2374.3,841,3.04,0.140657783,16.03,3.2,7.1,0.085106383,2.7,10.9,2.87833449,2.465893711
Shannonbridge,Offaly,-8.043427099,53.27904203,2.645297442,2.710377187,1.420450859,2.418452223,2.582036939,4.09517,1268.9,167,3.04,0.986897308,16.03,3.2,7.1,0,2.7,10.9,3.245,0.849295863
Shinrone,Offaly,-7.925589808,52.9853676,2.614397847,2.698349518,1.420450859,2.406635665,2.569873191,3.97668,1233.8,707,3.04,0.93690238,16.03,3.2,7.1,0.212765957,2.7,10.9,3.018667553,2.292332717
Tullamore,Offaly,-7.490774832,53.27483042,2.021680946,2.355952132,1.420450859,2.072933987,2.220884152,2.0381836,550.7,15598,3.04,0.437248694,16.03,3.2,7.1,10.38297872,2.7,10.9,4.066480343,5.386200031
Walsh Island or Coolagary,Offaly,-7.220823394,53.23385041,2.312874934,2.857766818,1.420450859,2.562950606,2.73014378,1.993062608,1787.4,480,3.04,0.194045227,16.03,3.2,7.1,0.14893617,2.7,10.9,2.724742877,1.905088155
Athleague,Roscommon,-8.253207252,53.56711245,3.027918005,2.813591549,1.420450859,2.519646695,2.685900922,5.7,1614.1,296,3.04,0.089503414,16.03,3.2,7.1,0.042553191,2.7,10.15,2.592737431,0.392042088
Ballaghaderreen,Roscommon,-8.581798818,53.90211901,3.614497641,2.657195331,1.420450859,2.366421338,2.528420675,9.1,1121.7,2387,3.04,0.480443037,16.03,3.2,7.1,1.042553191,2.7,10.15,4.027016334,2.47947526
Ballinameen,Roscommon,-8.300438335,53.89635129,2.609327161,2.480886146,1.420450859,2.195131133,2.35016767,4.6,743.1,223,3.04,0.291404228,16.03,3.2,7.1,0,2.7,10.15,#NUM!,0.108854405
Ballinlough,Roscommon,-8.635315079,53.74341448,2.986573697,2.717550539,1.420450859,2.425524086,2.589343002,5.78,1291.2,343,3.04,0.462611776,16.03,3.2,7.1,0.042553191,2.7,10.15,2.501853494,0.539413081
Ballintober,Roscommon,-8.410349066,53.71882692,2.522938394,2.578884265,1.420450859,2.290050759,2.449306089,3.876,934.6,199,3.04,0.240835606,16.03,3.2,7.1,0.021276596,2.7,10.15,1.886911687,-0.005012542
Ballyforan,Roscommon,-8.266865509,53.47119128,2.70126168,3.104519175,1.420450859,2.807147696,2.978190672,3.196,3166.8,227,3.04,0.175591867,16.03,3.2,7.1,0.021276596,2.7,10.15,2.333129549,0.126632651
Bellanagare,Roscommon,-8.383006229,53.83718493,0.50242011,2.690569567,1.420450859,2.399017407,2.562062719,-6.56,1212.6,162,3.04,0.286566707,16.03,3.2,7.1,0.106382979,2.7,10.15,#NUM!,-0.210721031
Boyle,Roscommon,-8.296804068,53.97359417,2.166197706,2.345276686,1.420450859,2.0649213,2.212339683,2.788,540,2915,3.04,0.362721172,16.03,3.2,7.1,0.872340426,2.7,10.15,3.118372528,2.708050201
Castlerea,Roscommon,-8.489921416,53.76768637,2.488557479,2.62430479,1.420450859,2.334242576,2.495149168,3.56864,1038.9,2348,3.04,0.333318875,16.03,3.2,7.1,1,2.7,10.15,3.569076485,2.463001814
Cloonfad,Roscommon,-8.753123237,53.68683263,2.024446569,2.838881819,1.420450859,2.544719793,2.711511574,0.6066688,1711.7,376,3.04,0.568806737,16.03,3.2,7.1,0,2.7,10.15,#NUM!,0.631271777
Cloontuskert,Roscommon,-8.010459853,53.69707361,1.955469328,2.622019117,1.420450859,2.332018115,2.492855349,0.9100032,1033.6,179,3.04,0.190021041,16.03,3.2,7.1,0,2.7,10.15,#NUM!,-0.110931561
Cootehall,Roscommon,-8.155835669,53.98532381,3.068713054,2.593875067,1.420450859,2.304711676,2.464527667,6.56,967.9,287,3.04,0.358945256,16.03,3.2,7.1,0,2.7,10.15,#NUM!,0.361164849
Elphin,Roscommon,-8.198774569,53.84471652,2.456496437,2.60952593,1.420450859,2.319855635,2.480249762,3.4524,1003.9,715,3.04,0.217246635,16.03,3.2,7.1,0.042553191,2.7,10.15,2.1687437,1.273965176
Frenchpark,Roscommon,-8.404948983,53.87172367,1.899617963,2.720747187,1.420450859,2.428577066,2.592490701,0.335824,1300.8,572,3.04,0.326872321,16.03,3.2,7.1,0.212765957,2.7,10.15,1.968224401,1.050821625
Keadew,Roscommon,-8.141926736,54.05214046,1.794307055,2.45966621,1.420450859,2.174766206,2.328752,0.5879,707,189,3.04,0.426800596,16.03,3.2,7.1,0.106382979,2.7,10.15,1.64559502,-0.056570351
Knockcroghery,Roscommon,-8.087929722,53.5732328,1.899212585,2.734333889,1.420450859,2.441803546,2.606098953,0.29337568,1342.6,388,3.04,0.113431689,16.03,3.2,7.1,0.063829787,2.7,10.15,1.400394149,0.662687973
Loughglinn,Roscommon,-8.562087297,53.82255394,2.777197708,2.788886294,1.420450859,2.495491179,2.661160206,4.52,1524.1,231,3.04,0.422301376,16.03,3.2,7.1,0.042553191,2.7,10.15,2.467084036,0.144100344
Roosky,Roscommon,-7.921584599,53.82909005,2.95434308,2.493585113,1.420450859,2.207405536,2.363038891,6.287235,765.5,787,3.04,0.333442194,16.03,3.2,7.1,0.212765957,2.7,10.15,3.010307031,1.369910882
Roscommon,Roscommon,-8.1873914,53.62776832,2.863609236,2.580256151,1.420450859,2.290868991,2.45017518,5.576295,936.8,6555,3.04,0,16.03,3.2,7.1,3.574468085,2.7,10.15,4.271204047,3.48966603
Strokestown,Roscommon,-8.107279406,53.77662862,2.427067591,2.741828816,1.420450859,2.449147676,2.613640604,2.91027,1366.1,850,3.04,0.169048276,16.03,3.2,7.1,0.531914894,2.7,10.15,3.325257925,1.446918983
Termonbarry,Roscommon,-7.924161599,53.74579955,2.378463852,2.682635515,1.420450859,2.391255492,2.554061794,2.8439156,1190.4,699,3.04,0.28848102,16.03,3.2,7.1,0.127659574,2.7,10.15,2.635663014,1.251333376
Tulsk,Roscommon,-8.245056584,53.77685166,2.30782061,2.995658005,1.420450859,2.699319865,2.86892992,1.5547444,2461.7,191,3.04,0.159847164,16.03,3.2,7.1,0,2.7,10.15,2.768,-0.046043939
Ballincar,Sligo,-8.510307948,54.30169067,2.386067223,2.508554617,1.420450859,2.222478578,2.378852062,3.4,794.4,423,3.04,0.045158765,16.03,3.2,7.1,0.127659574,2.7,8.9,2.537571545,1.912205622
Ballintogher,Sligo,-8.36408616,54.19993171,2.628126945,2.754737279,1.420450859,2.462300655,2.627145931,3.876,1409.4,351,3.04,0.133354496,16.03,3.2,7.1,0.021276596,2.7,8.9,2.065320178,1.725619667
Ballygawley,Sligo,-8.443491325,54.19350545,1.987024688,2.614861532,1.420450859,2.325598809,2.486212242,1.088,1018,285,3.04,0.085048884,16.03,3.2,7.1,0.212765957,2.7,8.9,2.372278815,1.517322624
Ballymote,Sligo,-8.516705522,54.08785997,2.553599585,2.813016822,1.420450859,2.519501883,2.68574836,3.32928,1613.4,1711,3.04,0.188486347,16.03,3.2,7.1,0.531914894,2.7,8.9,3.455934525,3.309666717
Ballynacarrow,Sligo,-8.562378769,54.13295317,2.220340753,2.471336943,1.420450859,2.186685312,2.34131065,2.68192,728.2,220,3.04,0.163500838,16.03,3.2,7.1,0.042553191,2.7,8.9,1.919628631,1.25846099
Ballysadare,Sligo,-8.511421504,54.21082352,2.58367471,2.677600527,1.420450859,2.386741732,2.54942043,3.88416,1178,1747,3.04,0.070507302,16.03,3.2,7.1,0.510638298,2.7,8.9,3.368555786,3.330488753
Carney,Sligo,-8.527879206,54.33880764,2.29123902,3.021500533,1.420450859,2.725127502,2.895116204,1.394,2615,373,3.04,0.084421517,16.03,3.2,7.1,0.063829787,2.7,8.9,2.366757864,1.786411863
Cliffony,Sligo,-8.454702416,54.42872046,1.792529149,2.577262418,1.420450859,2.289103714,2.448327955,0.2275008,932.6,521,3.04,0.158235896,16.03,3.2,7.1,0.14893617,2.7,8.9,1.499678521,2.120583485
Collooney,Sligo,-8.490243111,54.18166444,2.992781632,2.808111215,1.420450859,2.514604076,2.680742008,5.54,1595,1797,3.04,0.091370922,16.03,3.2,7.1,1.170212766,2.7,8.9,4.014535284,3.35870733
Coolaney,Sligo,-8.604030474,54.17146707,1.998767558,2.794666424,1.420450859,2.501447838,2.667272667,0.61,1546.1,1155,3.04,0.162519384,16.03,3.2,7.1,0.765957447,2.7,8.9,2.858772058,2.916689066
Dromore West,Sligo,-8.876310149,54.24909367,2.663053289,2.625853591,1.420450859,2.336490145,2.497471847,4.435,1044.4,292,3.04,0.400652873,16.03,3.2,7.1,0.212765957,2.7,8.9,2.993662629,1.541587246
Easky,Sligo,-8.956493686,54.28583896,2.547550346,2.490116911,1.420450859,2.205039482,2.360544479,4.2616,760.9,235,3.04,0.480383297,16.03,3.2,7.1,0.063829787,2.7,8.9,2.315923665,1.324418957
Enniscrone,Sligo,-9.091146296,54.21491219,1.890470046,2.648405047,1.420450859,2.358582459,2.520311865,0.5046,1100.7,1291,3.04,0.617477142,16.03,3.2,7.1,0.212765957,2.7,8.9,2.072518355,3.028005834
Grange,Sligo,-8.526825948,54.39193084,2.744017246,2.672750657,1.420450859,2.382078398,2.544606318,4.7002,1164.9,569,3.04,0.1301658,16.03,3.2,7.1,0,2.7,8.9,#NUM!,2.208713877
Gurteen,Sligo,-8.514746944,53.99357275,2.461824351,2.33907909,1.420450859,2.06024182,2.207349988,4.282,533.9,421,3.04,0.281034955,16.03,3.2,7.1,0.063829787,2.7,8.9,2.164129981,1.907466277
Mullaghmore,Sligo,-8.454461158,54.4652017,2.225363983,2.078895395,1.420450859,1.816859745,1.940863913,3.86975,287.6,172,3.04,0.194466174,16.03,3.2,7.1,1.489361702,2.7,8.9,3.219471973,1.01232792
Riverstown,Sligo,-8.395636557,54.1311462,0.857410531,2.61298392,1.420450859,2.323836998,2.484380877,-4.5546,1013.6,394,3.04,0.162292303,16.03,3.2,7.1,0.021276596,2.7,8.9,#NUM!,1.841184353
Rosses Point,Sligo,-8.548823815,54.30644548,2.487644781,2.545145157,1.420450859,2.257868298,2.415814591,3.798945,865.2,883,3.04,0.08029272,16.03,3.2,7.1,0.468085106,2.7,8.9,3.18710434,2.648158644
Sligo,Sligo,-8.476310723,54.2719669,3.186512128,2.823007093,1.420450859,2.528833174,2.695299515,6.46497,1649.6,20608,3.04,0,16.03,3.2,7.1,7.744680851,2.7,8.9,4.916948688,5.798268072
Strandhill,Sligo,-8.593957164,54.26819721,2.076499111,2.928135771,1.420450859,2.632832013,2.801361913,0.599715,2106.6,1982,3.04,0.117706821,16.03,3.2,7.1,1.170212766,2.7,8.9,3.169791823,3.456695158
Tubbercurry,Sligo,-8.733860461,54.05250901,2.429225177,2.79430556,1.420450859,2.50110928,2.666917785,2.7633424,1544.6,2307,3.04,0.338369079,16.03,3.2,7.1,1.680851064,2.7,8.9,3.855779965,3.608536701
Ardfinnan,Tipperary,-7.882882192,52.31040903,2.746095465,2.709352863,1.420450859,2.418520841,2.582152764,4.6,1270.3,978,3.04,0.191610124,16.03,3.2,7.1,0.063829787,2.7,7.35,2.571687527,2.462661041
Ballina,Tipperary,-8.437219568,52.81091684,2.957654954,2.594275773,1.420450859,2.306844353,2.466703783,6,972.1,2959,3.04,0.868716195,16.03,3.2,7.1,0.914893617,2.7,7.35,3.727232791,3.569758023
Ballingarry,Tipperary,-7.542410457,52.58837253,1.522271263,2.937367247,1.420450859,2.642423565,2.811114645,-2.2,2154.3,291,3.04,0.278677032,16.03,3.2,7.1,0.085106383,2.7,7.35,#NUM!,1.250474638
Ballyclerahan,Tipperary,-7.758597756,52.41089858,2.529677033,2.520635254,1.420450859,2.23517404,2.392125011,4.08,819.1,830,3.04,0.082320653,16.03,3.2,7.1,0.042553191,2.7,7.35,2.152929227,2.298577072
Ballyporeen,Tipperary,-8.099387153,52.27008455,2.459446089,2.825284299,1.420450859,2.532166218,2.698689069,2.82064,1662,346,3.04,0.411663762,16.03,3.2,7.1,0.106382979,2.7,7.35,2.697850826,1.423590146
Bansha,Tipperary,-8.067444719,52.44586979,3.148371081,2.588922071,1.420450859,2.301397606,2.461084869,6.97,960.2,329,3.04,0.381207784,16.03,3.2,7.1,0.319148936,2.7,7.35,3.329587881,1.373209122
Boherlahan,Tipperary,-7.892683843,52.56762211,3.073673833,3.040703517,1.420450859,2.744481841,2.914732948,5.248,2735.7,171,3.04,0.288000384,16.03,3.2,7.1,0.042553191,2.7,7.35,2.785994435,0.718814927
Borrisokane,Tipperary,-8.127123476,52.99519436,2.614295203,2.765866376,1.420450859,2.474021001,2.63913778,3.772,1448.1,1117,3.04,0.770154594,16.03,3.2,7.1,0.595744681,2.7,7.35,3.512430411,2.59555317
Borrisoleigh,Tipperary,-7.95993807,52.75296588,2.500711989,2.547759104,1.420450859,2.261638125,2.419711856,3.854,872.5,724,3.04,0.475863078,16.03,3.2,7.1,0.170212766,2.7,7.35,2.757669275,2.161942763
Cahir,Tipperary,-7.924521572,52.37849078,3.342445552,2.749523572,1.420450859,2.457766291,2.622487039,7.462,1394.2,3679,3.04,0.228709386,16.03,3.2,7.1,0.808510638,2.7,7.35,3.924866062,3.787547626
Cappawhite,Tipperary,-8.163382878,52.58393783,2.835809899,2.642319977,1.420450859,2.353359708,2.51491895,5.248,1087.2,403,3.04,0.519026326,16.03,3.2,7.1,0.021276596,2.7,7.35,2.084205412,1.576087933
Carrick-on-Suir,Tipperary,-7.404729853,52.34546491,1.321632868,2.468036506,1.420450859,2.184585559,2.339091418,-1.804,724.3,5752,3.04,0.292354863,16.03,3.2,7.1,1.085106383,2.7,7.35,#NUM!,4.521788577
Cashel,Tipperary,-7.885771313,52.51392831,2.493881536,2.875264798,1.420450859,2.581185683,2.748746339,2.84376,1865.7,4805,3.04,0.245942931,16.03,3.2,7.1,1.106382979,2.7,7.35,3.768640238,3.970291914
Clogheen,Tipperary,-7.995527863,52.27579452,2.391399349,2.690815757,1.420450859,2.400482386,2.563570945,2.8816768,1216.8,564,3.04,0.309341317,16.03,3.2,7.1,0.085106383,2.7,7.35,2.474826605,1.912205622
Clonmel,Tipperary,-7.696879253,52.35642366,2.110181148,2.601048247,1.420450859,2.312547576,2.472686255,1.7441728,986.8,18369,3.04,0,16.03,3.2,7.1,4.191489362,2.7,7.35,3.858187019,5.407171771
Cloughjordan,Tipperary,-8.036929764,52.94234079,1.822442016,2.677623142,1.420450859,2.387813651,2.550488825,0.0758336,1180.1,701,3.04,0.677446111,16.03,3.2,7.1,0.063829787,2.7,7.35,0.756803881,2.129659258
Donaskeigh,Tipperary,-8.081934315,52.52281202,2.924599643,2.693350514,1.420450859,2.403018957,2.566177883,5.54,1224,151,3.04,0.419466909,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.594431208
Drangan,Tipperary,-7.584860672,52.51637848,3.668571133,2.829105561,1.420450859,2.535842762,2.702456483,8.855,1676.8,151,3.04,0.195278534,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.594431208
Dromineer,Tipperary,-8.277025889,52.92400329,2.620350294,2.35274577,1.420450859,2.075249364,2.223305478,5.03,553.3,94,3.04,0.81161367,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.120446153
Dundrum,Tipperary,-8.044977166,52.55778285,2.326952548,2.351355607,1.420450859,2.07348242,2.221473852,3.568,551.5,221,3.04,0.402141366,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.975314072
Emly,Tipperary,-8.346446727,52.46492604,2.491577468,2.628444021,1.420450859,2.339953164,2.501039296,3.568,1052.7,338,3.04,0.658567133,16.03,3.2,7.1,0.021276596,2.7,7.35,1.902631611,1.400197266
Fethard,Tipperary,-7.695859223,52.46754782,2.339924595,2.746629297,1.420450859,2.45482709,2.619475729,2.45824,1384.7,1738,3.04,0.111128838,16.03,3.2,7.1,1.574468085,2.7,7.35,3.729113835,3.037641677
Golden,Tipperary,-7.981956521,52.50018116,2.089462017,2.669223557,1.420450859,2.37943385,2.54186582,1.436336,1157.3,362,3.04,0.319273028,16.03,3.2,7.1,0.085106383,2.7,7.35,2.150664132,1.468795583
Gortnahoo,Tipperary,-7.603898478,52.67522834,1.681427219,2.723171453,1.420450859,2.432094414,2.59610737,-0.764688,1311.7,321,3.04,0.332087109,16.03,3.2,7.1,0.021276596,2.7,7.35,#NUM!,1.348592494
Holycross,Tipperary,-7.874122931,52.63758508,0.710368453,2.674879191,1.420450859,2.384952928,2.547559284,-5.476,1172.6,697,3.04,0.332365862,16.03,3.2,7.1,0.085106383,2.7,7.35,#NUM!,2.123936782
Killenaule,Tipperary,-7.672451318,52.56657573,2.219485836,2.634170667,1.420450859,2.345253072,2.506554584,2.191,1066.8,755,3.04,0.211567045,16.03,3.2,7.1,0.042553191,2.7,7.35,1.997657522,2.20386912
Kilsheelan,Tipperary,-7.579900874,52.36235908,2.34264928,2.794893274,1.420450859,2.502222405,2.668067863,2.327612,1549,837,3.04,0.117128862,16.03,3.2,7.1,0.106382979,2.7,7.35,2.583834152,2.306975441
Lisronagh,Tipperary,-7.702977577,52.41861078,1.991355222,2.931036594,1.420450859,2.636120392,2.804709704,0.16445856,2123,184,3.04,0.062485419,16.03,3.2,7.1,0,2.7,7.35,#NUM!,0.792087128
Littleton,Tipperary,-7.73655237,52.63881904,2.923922562,2.71934282,1.420450859,2.428330103,2.592239029,5.45925,1300.1,414,3.04,0.285168554,16.03,3.2,7.1,0.021276596,2.7,7.35,2.179011883,1.603017345
Monard,Tipperary,-8.222803235,52.51108873,2.856225139,2.920507251,1.420450859,2.625887827,2.794279757,4.52,2071.9,244,3.04,0.548194598,16.03,3.2,7.1,0.042553191,2.7,7.35,2.600439363,1.074319596
Mullinahone,Tipperary,-7.505199745,52.51091405,2.815260978,2.827828625,1.420450859,2.53459572,2.701179688,4.59225,1671.8,523,3.04,0.246187559,16.03,3.2,7.1,0.212765957,2.7,7.35,3.213111986,1.836732835
Nenagh,Tipperary,-8.199651595,52.86407169,2.671445546,2.664236853,1.420450859,2.374618854,2.536871165,4.36105,1143.5,9895,3.04,0.714483412,16.03,3.2,7.1,2.191489362,2.7,7.35,4.038566602,5.176149733
Newcastle,Tipperary,-7.810251124,52.27189317,2.510385077,2.740894337,1.420450859,2.448393121,2.612867071,3.32932,1363.7,4526,3.04,0.141416351,16.03,3.2,7.1,13.57446809,2.7,7.35,4.789797201,3.994745197
Newport,Tipperary,-8.404226486,52.70978489,1.008189582,2.593669041,1.420450859,2.306193792,2.46603422,-3.7454,970.7,2183,3.04,0.790698594,16.03,3.2,7.1,1.042553191,2.7,7.35,#NUM!,3.265606727
Newtown,Tipperary,-8.295773365,52.88008435,2.924357722,2.791617556,1.420450859,2.499293378,2.665036815,5.24539,1537.3,423,3.04,0.795546778,16.03,3.2,7.1,0.042553191,2.7,7.35,2.535468549,1.62452355
Portroe,Tipperary,-8.343276384,52.88426142,2.334890084,2.34486507,1.420450859,2.067760116,2.215309174,3.6260652,543.1,459,3.04,0.834530977,16.03,3.2,7.1,0.319148936,2.7,7.35,2.798308813,1.706201581
Puckaun,Tipperary,-8.242119649,52.93097476,2.399942741,2.454680254,1.420450859,2.17234784,2.326169554,3.6260652,702.3,245,3.04,0.792083364,16.03,3.2,7.1,0,2.7,7.35,#NUM!,1.078409581
